Journal,USD,USD cleaned
"Iranian Journal of Science and Technology, Transactions of Mechanical Engineering",2780,2780
Israel Journal of Mathematics,2780,2780
ISSS Journal of Micro and Smart Systems,2780,2780
Italian Economic Journal,2780,2780
Italian Journal of Marketing,2780,2780
Jahresbericht der Deutschen Mathematiker-Vereinigung,2780,2780
Japan Journal of Industrial and Applied Mathematics,2780,2780
Japanese Journal of Statistics and Data Science,2780,2780
Jewish History,2780,2780
Jindal Global Law Review,2780,2780
JMST Advances,2780,2780
Journal d'Analyse Mathématique,2780,2780
Journal for General Philosophy of Science,2780,2780
Journal for STEM Education Research,2780,2780
Journal of Abnormal Child Psychology,2780,2780
Journal of Academic Ethics,2780,2780
Journal of Adult Development,2780,2780
Journal of African American Studies,2780,2780
Journal of Agricultural and Environmental Ethics,2780,2780
"Journal of Agricultural, Biological and Environmental Statistics",2780,2780
Journal of Algebraic Combinatorics,2780,2780
Journal of Applied and Computational Topology,2780,2780
Journal of Applied Mathematics and Computing,2780,2780
Journal of Applied Youth Studies,2780,2780
Journal of Archaeological Method and Theory,2780,2780
Journal of Archaeological Research,2780,2780
Journal of Arid Land,2780,2780
Journal of Asset Management,2780,2780
Journal of Autism and Developmental Disorders,2780,2780
Journal of Automated Reasoning,2780,2780
Journal of Banking and Financial Technology,2780,2780
Journal of Banking Regulation,2780,2780
Journal of Behavioral Education,2780,2780
Journal of Big Data Analytics in Transportation,2780,2780
Journal of Bio- and Tribo-Corrosion,2780,2780
Journal of Bioeconomics,2780,2780
Journal of Biological Physics,2780,2780
Journal of Bionic Engineering,2780,2780
Journal of Biosystems Engineering,2780,2780
Journal of Brand Management,2780,2780
Journal of Business and Psychology,2780,2780
Journal of Business Cycle Research,2780,2780
Journal of Business Economics,2780,2780
Journal of Chemical Crystallography,2780,2780
Journal of Child & Adolescent Trauma,2780,2780
Journal of Child and Family Studies,2780,2780
Journal of Chinese Political Science,2780,2780
Journal of Classification,2780,2780
Journal of Coastal Conservation,2780,2780
Journal of Cognitive Enhancement,2780,2780
Journal of Combinatorial Optimization,2780,2780
Journal of Computational Electronics,2780,2780
Journal of Computational Social Science,2780,2780
Journal of Computer Science and Technology,2780,2780
Journal of Computer Virology and Hacking Techniques,2780,2780
Journal of Computers in Education,2780,2780
Journal of Computing in Higher Education,2780,2780
Journal of Consumer Policy,2780,2780
"Journal of Control, Automation and Electrical Systems",2780,2780
Journal of Cross-Cultural Gerontology,2780,2780
Journal of Cryptographic Engineering,2780,2780
Journal of Cryptology,2780,2780
Journal of Cultural Cognitive Science,2780,2780
Journal of Cultural Economics,2780,2780
"Journal of Data, Information and Management",2780,2780
Journal of Developmental and Life-Course Criminology,2780,2780
Journal of Developmental and Physical Disabilities,2780,2780
Journal of Dharma Studies,2780,2780
Journal of Dynamic Behavior of Materials,2780,2780
Journal of Dynamics and Differential Equations,2780,2780
Journal of Earth Science,2780,2780
Journal of East Asian Linguistics,2780,2780
Journal of Economic Interaction and Coordination,2780,2780
Journal of Economics,2780,2780
Journal of Economics and Finance,2780,2780
"Journal of Economics, Race, and Policy",2780,2780
Journal of Educational Change,2780,2780
Journal of Electrical Engineering & Technology,2780,2780
Journal of Electronic Materials,2780,2780
Journal of Electronic Testing,2780,2780
Journal of Elliptic and Parabolic Equations,2780,2780
Journal of Environmental Studies and Sciences,2780,2780
Journal of Evolution Equations,2780,2780
Journal of Evolutionary Economics,2780,2780
Journal of Experimental Criminology,2780,2780
Journal of Failure Analysis and Prevention,2780,2780
Journal of Family and Economic Issues,2780,2780
Journal of Financial Services Marketing,2780,2780
Journal of Financial Services Research,2780,2780
Journal of Fixed Point Theory and Applications,2780,2780
Journal of Flow Chemistry,2780,2780
Journal of Food Measurement and Characterization,2780,2780
Journal of Formative Design in Learning,2780,2780
Journal of Fourier Analysis and Applications,2780,2780
Journal of Geographical Sciences,2780,2780
Journal of Geographical Systems,2780,2780
Journal of Geometry,2780,2780
Journal of Geovisualization and Spatial Analysis,2780,2780
Journal of Global Entrepreneurship Research,2780,2780
Journal of Global Optimization,2780,2780
Journal of Grid Computing,2780,2780
Journal of Happiness Studies,2780,2780
Journal of Hardware and Systems Security,2780,2780
Journal of Healthcare Informatics Research,2780,2780
Journal of Heuristics,2780,2780
Journal of Homotopy and Related Structures,2780,2780
Journal of Housing and the Built Environment,2780,2780
Journal of Human Rights and Social Work,2780,2780
Journal of Hydrodynamics,2780,2780
Journal of Iberian Geology,2780,2780
Journal of Indian Council of Philosophical Research,2780,2780
Journal of Indian Philosophy,2780,2780
Journal of Industrial and Business Economics,2780,2780
"Journal of Industry, Competition and Trade",2780,2780
Journal of Intelligent & Robotic Systems,2780,2780
Journal of Intelligent Information Systems,2780,2780
Journal of Intelligent Manufacturing,2780,2780
Journal of International Business Policy,2780,2780
Journal of International Entrepreneurship,2780,2780
Journal of International Migration and Integration,2780,2780
Journal of Iron and Steel Research International,2780,2780
Journal of Labor Research,2780,2780
"Journal of Logic, Language and Information",2780,2780
Journal of Low Temperature Physics,2780,2780
Journal of Management and Governance,2780,2780
Journal of Management Control,2780,2780
Journal of Maritime Archaeology,2780,2780
Journal of Marketing Analytics,2780,2780
Journal of Material Cycles and Waste Management,2780,2780
Journal of Materials Engineering and Performance,2780,2780
Journal of Mathematical Biology,2780,2780
Journal of Mathematical Fluid Mechanics,2780,2780
Journal of Mathematical Imaging and Vision,2780,2780
Journal of Mathematics Teacher Education,2780,2780
Journal of Medical and Biological Engineering,2780,2780
Journal of Medical Humanities,2780,2780
Journal of Membrane Computing,2780,2780
Journal of Micro-Bio Robotics,2780,2780
Journal of Mountain Science,2780,2780
Journal of Network and Systems Management,2780,2780
Journal of Nondestructive Evaluation,2780,2780
Journal of Nonlinear Science,2780,2780
Journal of Nonverbal Behavior,2780,2780
Journal of Ocean University of China,2780,2780
Journal of Oceanology and Limnology,2780,2780
Journal of Optics,2780,2780
Journal of Optimization Theory and Applications,2780,2780
Journal of Organization Design,2780,2780
Journal of Outdoor and Environmental Education,2780,2780
Journal of Packaging Technology and Research,2780,2780
Journal of Paleolithic Archaeology,2780,2780
Journal of Pediatric Endoscopic Surgery,2780,2780
Journal of Pediatric Neuropsychology,2780,2780
Journal of Peridynamics and Nonlocal Modeling,2780,2780
Journal of Philosophical Logic,2780,2780
Journal of Plant Biochemistry and Biotechnology,2780,2780
Journal of Plant Pathology,2780,2780
Journal of Police and Criminal Psychology,2780,2780
Journal of Policy Practice and Research,2780,2780
Journal of Population Ageing,2780,2780
Journal of Population Economics,2780,2780
Journal of Population Research,2780,2780
Journal of Power Electronics,2780,2780
Journal of Productivity Analysis,2780,2780
Journal of Proteins and Proteomics,2780,2780
Journal of Pseudo-Differential Operators and Applications,2780,2780
Journal of Psycholinguistic Research,2780,2780
Journal of Psychopathology and Behavioral Assessment,2780,2780
Journal of Psychosocial Rehabilitation and Mental Health,2780,2780
Journal of Public Health Policy,2780,2780
Journal of Quantitative Economics,2780,2780
Journal of Rational-Emotive & Cognitive-Behavior Therapy,2780,2780
Journal of Real-Time Image Processing,2780,2780
Journal of Regulatory Economics,2780,2780
Journal of Reliable Intelligent Environments,2780,2780
Journal of Religion and Health,2780,2780
Journal of Religious Education,2780,2780
Journal of Remanufacturing,2780,2780
Journal of Revenue and Pricing Management,2780,2780
Journal of Risk and Uncertainty,2780,2780
Journal of Rubber Research,2780,2780
Journal of Scheduling,2780,2780
Journal of Science Education and Technology,2780,2780
Journal of Scientific Computing,2780,2780
Journal of Sedimentary Environments,2780,2780
Journal of Seismology,2780,2780
Journal of Signal Processing Systems,2780,2780
Journal of Social and Economic Development,2780,2780
Journal of Soil Science and Plant Nutrition,2780,2780
Journal of Solution Chemistry,2780,2780
Journal of Spatial Econometrics,2780,2780
Journal of Statistical Theory and Practice,2780,2780
Journal of Systems Science and Complexity,2780,2780
Journal of Technology in Behavioral Science,2780,2780
Journal of the Australian Ceramic Society,2780,2780
Journal of the Brazilian Society of Mechanical Sciences and Engineering,2780,2780
Journal of the Economic Science Association,2780,2780
Journal of the Geological Society of India,2780,2780
Journal of the History of Biology,2780,2780
Journal of the Indian Academy of Wood Science,2780,2780
Journal of the Indian Society for Probability and Statistics,2780,2780
Journal of the Indian Society of Remote Sensing,2780,2780
Journal of The Institution of Engineers (India): Series A,2780,2780
Journal of The Institution of Engineers (India): Series B,2780,2780
Journal of The Institution of Engineers (India): Series C,2780,2780
Journal of The Institution of Engineers (India): Series D,2780,2780
Journal of The Institution of Engineers (India): Series E,2780,2780
Journal of the Iranian Chemical Society,2780,2780
Journal of the Knowledge Economy,2780,2780
Journal of the Korean Ceramic Society,2780,2780
Journal of the Korean Physical Society,2780,2780
Journal of the Korean Statistical Society,2780,2780
Journal of the Operations Research Society of China,2780,2780
Journal of Theoretical and Applied Physics,2780,2780
Journal of Theoretical Probability,2780,2780
Journal of Thermal Science,2780,2780
Journal of Thermal Spray Technology,2780,2780
Journal of Transatlantic Studies,2780,2780
Journal of Transportation Security,2780,2780
Journal of Vibration Engineering & Technologies,2780,2780
Journal of Visualization,2780,2780
Journal of Well-Being Assessment,2780,2780
Journal of World Prehistory,2780,2780
Journal on Data Semantics,2780,2780
Journal on Multimodal User Interfaces,2780,2780
JPC – Journal of Planar Chromatography – Modern TLC,2780,2780
Jus Cogens,2780,2780
Kew Bulletin,2780,2780
KN - Journal of Cartography and Geographic Information,2780,2780
Knowledge and Information Systems,2780,2780
Korea-Australia Rheology Journal,2780,2780
La Rivista del Nuovo Cimento,2780,2780
Language Policy,2780,2780
Language Resources and Evaluation,2780,2780
Lasers in Manufacturing and Materials Processing,2780,2780
Latino Studies,2780,2780
Law and Critique,2780,2780
Law and Philosophy,2780,2780
Learning & Behavior,2780,2780
Learning Environments Research,2780,2780
Letters in Spatial and Resource Sciences,2780,2780
Lexicography,2780,2780
Life Cycle Reliability and Safety Engineering,2780,2780
Lifetime Data Analysis,2780,2780
Linguistics and Philosophy,2780,2780
Lithuanian Mathematical Journal,2780,2780
Liverpool Law Review,2780,2780
Logica Universalis,2780,2780
Machine Learning,2780,2780
Machine Translation,2780,2780
Machine Vision and Applications,2780,2780
Mammalian Biology,2780,2780
Management International Review,2780,2780
Management Review Quarterly,2780,2780
manuscripta mathematica,2780,2780
MAPAN,2780,2780
Marine Systems & Ocean Technology,2780,2780
Maritime Economics & Logistics,2780,2780
Maritime Studies,2780,2780
Marketing Letters,2780,2780
Materials Circular Economy,2780,2780
Mathematical Geosciences,2780,2780
Mathematical Methods of Operations Research,2780,2780
Mathematical Sciences,2780,2780
Mathematics and Financial Economics,2780,2780
Mathematics Education Research Journal,2780,2780
Mathematics in Computer Science,2780,2780
"Mathematics of Control, Signals, and Systems",2780,2780
Mathematische Annalen,2780,2780
Mathematische Zeitschrift,2780,2780
Mechanics of Soft Materials,2780,2780
Medical Science Educator,2780,2780
"Medicine, Health Care and Philosophy",2780,2780
Mediterranean Geoscience Reviews,2780,2780
Mediterranean Journal of Mathematics,2780,2780
Memory & Cognition,2780,2780
Metacognition and Learning,2780,2780
"Metallography, Microstructure, and Analysis",2780,2780
Metascience,2780,2780
Meteorology and Atmospheric Physics,2780,2780
Methodology and Computing in Applied Probability,2780,2780
Metrika,2780,2780
METRON,2780,2780
Microsystem Technologies,2780,2780
Milan Journal of Mathematics,2780,2780
Mind & Society,2780,2780
Mindfulness,2780,2780
Minds and Machines,2780,2780
Mine Water and the Environment,2780,2780
Mineral Economics,2780,2780
Mineralogy and Petrology,2780,2780
Minerva,2780,2780
"Mining, Metallurgy & Exploration",2780,2780
Modeling Earth Systems and Environment,2780,2780
Monash Bioethics Review,2780,2780
Monatshefte für Mathematik,2780,2780
Morphology,2780,2780
Motivation and Emotion,2780,2780
Multidimensional Systems and Signal Processing,2780,2780
Multimedia Systems,2780,2780
Multimedia Tools and Applications,2780,2780
"Multiscale and Multidisciplinary Modeling, Experiments and Design",2780,2780
Multiscale Science and Engineering,2780,2780
NanoEthics,2780,2780
Nanomanufacturing and Metrology,2780,2780
National Academy Science Letters,2780,2780
Natural Computing,2780,2780
Natural Language & Linguistic Theory,2780,2780
Natural Language Semantics,2780,2780
Neohelicon,2780,2780
Neophilologus,2780,2780
Neotropical Entomology,2780,2780
Netherlands International Law Review,2780,2780
NETNOMICS: Economic Research and Electronic Networking,2780,2780
Network Modeling Analysis in Health Informatics and Bioinformatics,2780,2780
Networks and Spatial Economics,2780,2780
Neural Computing and Applications,2780,2780
Neural Processing Letters,2780,2780
Neuroethics,2780,2780
New Generation Computing,2780,2780
New Zealand Journal of Educational Studies,2780,2780
Nexus Network Journal,2780,2780
Nonlinear Differential Equations and Applications NoDEA,2780,2780
Nuclear Science and Techniques,2780,2780
Numerical Algorithms,2780,2780
Numerische Mathematik,2780,2780
Occupational Health Science,2780,2780
Ocean Science Journal,2780,2780
Open Economies Review,2780,2780
Operational Research,2780,2780
OPSEARCH,2780,2780
Optical and Quantum Electronics,2780,2780
Optical Review,2780,2780
Optimization and Engineering,2780,2780
Optimization Letters,2780,2780
Optoelectronics Letters ,2780,2780
OR Spectrum,2780,2780
Order,2780,2780
Organic Agriculture,2780,2780
Ornithology Research,2780,2780
Palaeobiodiversity and Palaeoenvironments,2780,2780
PalZ,2780,2780
Pastoral Psychology,2780,2780
Pattern Analysis and Applications,2780,2780
Peking Mathematical Journal,2780,2780
Periodica Mathematica Hungarica,2780,2780
Personal and Ubiquitous Computing,2780,2780
Perspectives on Behavior Science,2780,2780
"PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science",2780,2780
Pharmacological Reports,2780,2780
Phenomenology and the Cognitive Sciences,2780,2780
Philosophia,2780,2780
Philosophical Studies,2780,2780
Philosophy & Technology,2780,2780
Philosophy of Management,2780,2780
Photonic Network Communications,2780,2780
Physics in Perspective,2780,2780
Phytoparasitica,2780,2780
Place Branding and Public Diplomacy,2780,2780
Plant Physiology Reports,2780,2780
Polar Biology,2780,2780
Policy Sciences,2780,2780
Political Behavior,2780,2780
Polytechnica,2780,2780
Population and Environment,2780,2780
Population Research and Policy Review,2780,2780
Portuguese Economic Journal,2780,2780
Positivity,2780,2780
Postdigital Science and Education,2780,2780
postmedieval,2780,2780
Potato Research,2780,2780
Potential Analysis,2780,2780
Probability Theory and Related Fields,2780,2780
"Proceedings of the National Academy of Sciences, India Section A: Physical Sciences",2780,2780
"Proceedings of the National Academy of Sciences, India Section B: Biological Sciences",2780,2780
Proceedings of the Zoological Society,2780,2780
Process Integration and Optimization for Sustainability,2780,2780
Production Engineering,2780,2780
Progress in Additive Manufacturing,2780,2780
Progress in Artificial Intelligence,2780,2780
Progress in Biomaterials,2780,2780
PROSPECTS,2780,2780
Psychological Injury and Law,2780,2780
Psychological Research,2780,2780
Psychological Studies,2780,2780
Psychometrika,2780,2780
Public Choice,2780,2780
Public Organization Review,2780,2780
Public Transport,2780,2780
Publishing Research Quarterly,2780,2780
Qualitative Sociology,2780,2780
Qualitative Theory of Dynamical Systems,2780,2780
Quality & Quantity,2780,2780
Quantitative Marketing and Economics,2780,2780
Quantum Machine Intelligence,2780,2780
Quantum Studies: Mathematics and Foundations,2780,2780
Queueing Systems,2780,2780
Race and Social Problems,2780,2780
Radiation and Environmental Biophysics,2780,2780
Radiation Detection Technology and Methods,2780,2780
Rare Metals,2780,2780
Reading and Writing,2780,2780
Real-Time Systems,2780,2780
Regenerative Engineering and Translational Medicine,2780,2780
Remote Sensing in Earth Systems Sciences,2780,2780
Rendiconti del Circolo Matematico di Palermo Series 2,2780,2780
Reproductive Sciences,2780,2780
Requirements Engineering,2780,2780
Res Publica,2780,2780
Research in Higher Education,2780,2780
Research in Science Education,2780,2780
Research on Biomedical Engineering,2780,2780
Results in Mathematics,2780,2780
Review Journal of Autism and Developmental Disorders,2780,2780
Review of Accounting Studies,2780,2780
Review of Derivatives Research,2780,2780
Review of Economic Design,2780,2780
Review of Economics of the Household,2780,2780
Review of Evolutionary Political Economy,2780,2780
Review of Industrial Organization,2780,2780
Review of Managerial Science,2780,2780
Review of Philosophy and Psychology,2780,2780
Review of Quantitative Finance and Accounting,2780,2780
Review of Regional Research,2780,2780
Review of Religious Research,2780,2780
Review of World Economics,2780,2780
Revista Brasileira de Farmacognosia,2780,2780
"Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas",2780,2780
Revista Matemática Complutense,2780,2780
Ricerche di Matematica,2780,2780
Risk Management,2780,2780
Russian Linguistics,2780,2780
Safety in Extreme Environments,2780,2780
Sankhya A,2780,2780
Sankhya B,2780,2780
São Paulo Journal of Mathematical Sciences,2780,2780
School Mental Health,2780,2780
Science & Education,2780,2780
Science and Engineering Ethics,2780,2780
Science China Information Sciences,2780,2780
Science China Mathematics,2780,2780
Science China Technological Sciences,2780,2780
Scientometrics,2780,2780
Security Journal,2780,2780
Selecta Mathematica,2780,2780
SeMA Journal,2780,2780
Semigroup Forum,2780,2780
Sensing and Imaging,2780,2780
Service Business,2780,2780
Service Oriented Computing and Applications,2780,2780
Set-Valued and Variational Analysis,2780,2780
Sex Roles,2780,2780
Sexuality & Culture,2780,2780
Sexuality and Disability,2780,2780
Sexuality Research and Social Policy,2780,2780
Shape Memory and Superelasticity,2780,2780
"Signal, Image and Video Processing",2780,2780
Silicon,2780,2780
Small Business Economics,2780,2780
Small-scale Forestry,2780,2780
SN Comprehensive Clinical Medicine,2780,2780
SN Computer Science,2780,2780
SN Operations Research Forum,2780,2780
SN Partial Differential Equations and Applications,2780,2780
Social Choice and Welfare,2780,2780
Social Indicators Research,2780,2780
Social Justice Research,2780,2780
Social Network Analysis and Mining,2780,2780
Social Psychology of Education,2780,2780
Social Theory & Health,2780,2780
Society,2780,2780
Socio-Ecological Practice Research,2780,2780
Soft Computing,2780,2780
Software and Systems Modeling,2780,2780
Software Quality Journal,2780,2780
Soil Ecology Letters,2780,2780
Sophia,2780,2780
Spatial Demography,2780,2780
Spatial Information Research,2780,2780
Spinal Cord Series and Cases,2780,2780
Spine Deformity,2780,2780
Statistical Inference for Stochastic Processes,2780,2780
Statistical Methods & Applications,2780,2780
Statistical Papers,2780,2780
Statistics and Computing,2780,2780
Statistics in Biosciences,2780,2780
Stochastics and  Partial Differential Equations: Analysis and Computations,2780,2780
Studia Geophysica et Geodaetica,2780,2780
Studia Logica,2780,2780
Studies in Comparative International Development,2780,2780
Studies in East European Thought,2780,2780
Studies in Philosophy and Education,2780,2780
Subjectivity,2780,2780
Sugar Tech,2780,2780
Sustainable Water Resources Management,2780,2780
Swarm Intelligence,2780,2780
Synthese,2780,2780
Systemic Practice and Action Research,2780,2780
Technology and Economics of Smart Grids and Sustainable Energy,2780,2780
"Technology, Knowledge and Learning",2780,2780
TechTrends,2780,2780
Telecommunication Systems,2780,2780
Tertiary Education and Management,2780,2780
TEST,2780,2780
Thalassas: An International Journal of Marine Sciences,2780,2780
The American Sociologist,2780,2780
The Analysis of Verbal Behavior,2780,2780
The Annals of Regional Science,2780,2780
The Asia-Pacific Education Researcher,2780,2780
The Australian Educational Researcher,2780,2780
The Computer Games Journal,2780,2780
The European Journal of Development Research,2780,2780
The Geneva Papers on Risk and Insurance - Issues and Practice,2780,2780
The Geneva Risk and Insurance Review,2780,2780
The Indian Journal of Labour Economics,2780,2780
The International Sports Law Journal,2780,2780
The Japanese Economic Review,2780,2780
The Journal of Comparative Germanic Linguistics,2780,2780
The Journal of East Asian Philosophy,2780,2780
The Journal of Economic Inequality,2780,2780
The Journal of Ethics,2780,2780
The Journal of Frailty & Aging,2780,2780
The Journal of Geometric Analysis,2780,2780
The Journal of Prevention of Alzheimer's Disease,2780,2780
The Journal of Real Estate Finance and Economics,2780,2780
The Journal of Supercomputing,2780,2780
The Journal of the Astronautical Sciences,2780,2780
The Journal of Value Inquiry,2780,2780
The Mathematical Intelligencer,2780,2780
The Nucleus,2780,2780
The Psychological Record,2780,2780
The Ramanujan Journal,2780,2780
The Review of Austrian Economics,2780,2780
The Review of International Organizations,2780,2780
The Review of Socionetwork Strategies,2780,2780
The Urban Review,2780,2780
The Visual Computer,2780,2780
The VLDB Journal,2780,2780
Theoretical and Applied Climatology,2780,2780
Theoretical and Computational Fluid Dynamics,2780,2780
Theoretical Ecology,2780,2780
Theoretical Medicine and Bioethics,2780,2780
Theory and Decision,2780,2780
Theory and Society,2780,2780
Theory in Biosciences,2780,2780
Theory of Computing Systems,2780,2780
TOP,2780,2780
Topoi,2780,2780
Toxicological Research,2780,2780
Transactions of the Indian Institute of Metals,2780,2780
Transactions of the Indian National Academy of Engineering,2780,2780
Transactions of Tianjin University,2780,2780
Transactions on Electrical and Electronic Materials,2780,2780
Transformation Groups,2780,2780
Transportation,2780,2780
Transportation Infrastructure Geotechnology,2780,2780
Trends in Organized Crime,2780,2780
Trends in Psychology,2780,2780
Tropical Ecology,2780,2780
Tropical Plant Pathology,2780,2780
Tungsten,2780,2780
Universal Access in the Information Society,2780,2780
URBAN DESIGN International,2780,2780
Urban Forum,2780,2780
User Modeling and User-Adapted Interaction,2780,2780
Vegetos,2780,2780
Vietnam Journal of Mathematics,2780,2780
Virtual Reality,2780,2780
VirusDisease,2780,2780
Vocations and Learning,2780,2780
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations,2780,2780
Waste Disposal & Sustainable Energy,2780,2780
Water Conservation Science and Engineering,2780,2780
Water History,2780,2780
Water Waves,2780,2780
Welding in the World,2780,2780
Wetlands Ecology and Management,2780,2780
Wireless Networks,2780,2780
Wireless Personal Communications,2780,2780
WMU Journal of Maritime Affairs,2780,2780
World Wide Web,2780,2780
ZDM,2780,2780
Zeitschrift für angewandte Mathematik und Physik,2780,2780
Allergo Journal International,2890,2890
Arthroskopie,2890,2890
Berliner Journal für Soziologie,2890,2890
BHM Berg- und Hüttenmännische Monatshefte,2890,2890
BIOspektrum,2890,2890
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,2890,2890
Clinical Research in Cardiology Supplements,2890,2890
coloproctology,2890,2890
cultura & psyché,2890,2890
Das österreichische Gesundheitswesen ÖKZ,2890,2890
Datenbank-Spektrum,2890,2890
Datenschutz und Datensicherheit - DuD,2890,2890
Der Anaesthesist,2890,2890
Der Chirurg,2890,2890
Der Diabetologe,2890,2890
Der Gastroenterologe,2890,2890
Der Gynäkologe,2890,2890
Der Hautarzt,2890,2890
Der Internist,2890,2890
Der Kardiologe,2890,2890
Der MKG-Chirurg,2890,2890
Der Nephrologe,2890,2890
Der Nervenarzt,2890,2890
Der Onkologe,2890,2890
Der Ophthalmologe,2890,2890
Der Orthopäde,2890,2890
Der Pathologe,2890,2890
Der Pneumologe,2890,2890
Der Radiologe,2890,2890
Der Schmerz,2890,2890
Der Unfallchirurg,2890,2890
Der Urologe,2890,2890
Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte,2890,2890
Deutsche Zeitschrift für Akupunktur,2890,2890
DGNeurologie,2890,2890
e & i Elektrotechnik und Informationstechnik,2890,2890
Erwerbs-Obstbau,2890,2890
Ethik in der Medizin,2890,2890
"Forensische Psychiatrie, Psychologie, Kriminologie",2890,2890
Forschung im Ingenieurwesen,2890,2890
Forum der Psychoanalyse,2890,2890
Forum Kinder- und Jugendsport,2890,2890
Gefässchirurgie,2890,2890
Gesunde Pflanzen,2890,2890
Grundwasser,2890,2890
Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO),2890,2890
Gynäkologische Endokrinologie,2890,2890
hautnah,2890,2890
HeilberufeScience,2890,2890
Herz,2890,2890
Herzschrittmachertherapie + Elektrophysiologie,2890,2890
HMD Praxis der Wirtschaftsinformatik,2890,2890
HNO,2890,2890
Informatik Spektrum,2890,2890
International Cybersecurity Law Review,2890,2890
Journal für Ästhetische Chirurgie,2890,2890
Journal für Gastroenterologische und Hepatologische Erkrankungen,2890,2890
Journal für Gynäkologische Endokrinologie/Österreich,2890,2890
Journal für Gynäkologische Endokrinologie/Schweiz,2890,2890
Journal für Klinische Endokrinologie und Stoffwechsel,2890,2890
Journal für Mathematik-Didaktik,2890,2890
Journal für Mineralstoffwechsel & Muskuloskelettale Erkrankungen,2890,2890
Journal für Urologie und Urogynäkologie/Österreich,2890,2890
Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie,2890,2890
Knie Journal,2890,2890
KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,2890,2890
List Forum für Wirtschafts- und Finanzpolitik,2890,2890
Manuelle Medizin,2890,2890
Mathematische Semesterberichte,2890,2890
Medizinische Klinik - Intensivmedizin und Notfallmedizin,2890,2890
Monatsschrift Kinderheilkunde,2890,2890
Natur und Recht,2890,2890
Neue Politische Literatur,2890,2890
neuropsychiatrie,2890,2890
Notfall +  Rettungsmedizin,2890,2890
"NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin",2890,2890
Obere Extremität,2890,2890
Operative Orthopädie und Traumatologie,2890,2890
"Organisationsberatung, Supervision, Coaching",2890,2890
Österreichische Wasser- und Abfallwirtschaft,2890,2890
Österreichische Zeitschrift für Soziologie,2890,2890
Österreichische Zeitschrift für Soziologie,2890,2890
Pädiatrie & Pädologie,2890,2890
Politische Vierteljahresschrift,2890,2890
Prävention und Gesundheitsförderung,2890,2890
ProCare,2890,2890
psychopraxis. neuropraxis,2890,2890
Psychotherapeut,2890,2890
Publizistik,2890,2890
Qualitas,2890,2890
Rechtsmedizin,2890,2890
rheuma plus,2890,2890
Schweizer Gastroenterologie,2890,2890
Somnologie,2890,2890
Sozial Extra,2890,2890
Soziale Passagen,2890,2890
Soziale Probleme,2890,2890
Spektrum der Augenheilkunde,2890,2890
Standort,2890,2890
Unterrichtswissenschaft,2890,2890
Urologie in der Praxis,2890,2890
Wiener klinisches Magazin,2890,2890
Wiener Medizinische Wochenschrift,2890,2890
Wirtschaftsinformatik & Management,2890,2890
Zeitschrift für Arbeitswissenschaft,2890,2890
Zeitschrift für Außen- und Sicherheitspolitik,2890,2890
Zeitschrift für Bildungsforschung,2890,2890
Zeitschrift für Didaktik der Naturwissenschaften,2890,2890
Zeitschrift für die gesamte Versicherungswissenschaft,2890,2890
Zeitschrift für Epileptologie,2890,2890
Zeitschrift für Erziehungswissenschaft,2890,2890
Zeitschrift für Ethik und Moralphilosophie,2890,2890
Zeitschrift für Friedens- und Konfliktforschung,2890,2890
Zeitschrift für Gerontologie und Geriatrie,2890,2890
Zeitschrift für Grundschulforschung,2890,2890
"Zeitschrift für Herz-,Thorax- und Gefäßchirurgie",2890,2890
Zeitschrift für Literaturwissenschaft und Linguistik,2890,2890
Zeitschrift für Politikwissenschaft,2890,2890
Zeitschrift für Psychodrama und Soziometrie,2890,2890
"Zeitschrift für Religion, Gesellschaft und Politik",2890,2890
Zeitschrift für Rheumatologie,2890,2890
Zeitschrift für Vergleichende Politikwissenschaft,2890,2890
"Zentralblatt für Arbeitsmedizin, Arbeitsschutz und Ergonomie",2890,2890
Journal of Materials Research,2980,2980
MRS Advances,2980,2980
MRS Bulletin,2980,2980
MRS Communications,2980,2980
MRS Energy and Sustainability,2980,2980
Psychotherapie Forum,3000,3000
Advances in Atmospheric Sciences,3140,3140
Agronomy for Sustainable Development,3140,3140
Annals of Forest Science,3140,3140
Apidologie,3140,3140
Applied Entomology and Zoology,3140,3140
Biogeochemistry,3140,3140
European Journal of Trauma and Emergency Surgery,3140,3140
Fisheries Science,3140,3140
German Journal of Exercise and Sport Research,3140,3140
Ichthyological Research,3140,3140
Journal of Engineering Mathematics,3140,3140
Journal of Ethology,3140,3140
Journal of General Plant Pathology,3140,3140
Journal of Plant Research,3140,3140
Landscape and Ecological Engineering,3140,3140
Limnology,3140,3140
Materials and Structures,3140,3140
Paddy and Water Environment,3140,3140
Plant Biotechnology Reports,3140,3140
Primates,3140,3140
